Court,Date,Crim Total New,Crim Reactive,Crim Uncontest Dispo,Dismissed by Pro PreCourtTrial,Total Dispo PreCourtTrial,Guilty Plea or Nolo Contend,Guilty by Court,Guilty by Jury,Court Aquittals,Jury Aquittals,Dismissed by Pro AtCourtTrial,Total Dispo AtCourtTrial,Compliance Dismissals,Crim Total Disposed,Crim NonPark Active,Crim NonPark Inactive,Crim NonPark Total,Crim Park Active,Crim Park Inactive,Crim Park Total,Crim County Ord TM Active,Crim County Ord TM Inactive,Crim County Ord TM Total,Crim Penal Code Active,Crim Penal Code Inactive,Crim Penal Code Total,Crim OSL Active,Crim OSL Inactive,Crim OSL Total,Crim Count Ord NT Active,Crim Count Ord NT Inactive,Crim Count Ord NT Total,Crim Total Docket,Crim Active Cases,Crim Inactive Cases,Crim Appeal AfterTrial ,Crim Appeal NoTrial,Civil Total New,Civil Active Cases,Civil Inactive Cases,Civil Total Disposed,Civil Total Docket,Crim Made Inactive,EV on Docket,SC on Docket,DC on Docket,DC Agreed J,EV Agreed J,SC Agreed J,Total Agreed J,DC TrialHearing,EV TrialHearing,SC TrialHearing,Total Trial Hearing,DC Jury Trial,EV Jury Trial,SC Jury Trial,Total Jury Trial,DC DiWOP,EV DiWOP,SC DiWOP,Total DiWOP,DC NSDP,EV NSDP,SC NSDP,Total NSDP,DC Other Disp,EV Other Disp,SC Other Disp,Total Other Disp,DC Total New,EV Total New,SC Total New,DC DJ,DC Disposed,EV DJ,EV Disposed,SC DJ,SC Disposed,Total DJ,Class AB Warrants,Search Warrants,Felony Warrants,Class C Warrants,Jail Credit Cases,Total Fines
Precinct 3 Place 2,1/2021,286,110,58,37,95,0,25,0,0,0,7,32,31,212,"2,316","6,923","2,692",3,8,3,0,0,0,83,63,88,116,111,131,4,3,4,"2,918","2,522","7,108",0,0,359,"2,711",8,272,"2,983",4,131,984,"1,868",8,0,0,8,1,0,4,5,0,0,0,0,0,0,0,0,9,1,1,11,11,17,218,246,161,45,153,2,31,0,18,0,223,2,0,0,0,4,53,"$45,091"
Precinct 3 Place 2,1/2021,134,86,42,14,56,0,13,0,0,0,5,18,27,158,"2,495","6,823","2,708",3,8,3,0,0,0,86,62,87,124,106,130,4,3,4,"2,932","2,712","7,002",0,0,125,"2,693",8,139,"2,832",18,143,808,"1,881",3,0,0,3,0,17,3,20,0,0,0,0,0,0,0,0,33,0,3,36,6,14,31,51,43,30,52,0,42,29,60,0,37,29,0,0,0,18,55,"$29,237"
Precinct 3 Place 2,1/2021,185,191,103,29,132,0,25,0,0,0,19,44,46,325,"2,547","6,757","2,905",3,8,3,0,0,0,90,62,97,125,104,136,4,3,4,"3,145","2,769","6,934",0,0,371,"2,833",8,229,"3,062",68,126,927,"2,009",16,0,0,16,0,8,5,13,0,0,0,0,0,0,0,0,33,0,3,36,8,18,111,137,173,43,155,11,68,15,41,1,120,27,0,0,0,68,104,"$80,519"
Precinct 3 Place 2,1/2021,181,101,74,33,107,1,12,0,0,0,4,17,60,208,"2,535","6,640","2,811",3,8,3,0,0,0,82,57,86,128,103,130,4,3,4,"3,034","2,752","6,811",0,0,404,"3,021",8,217,"3,238",38,119,917,"2,202",6,0,0,6,2,10,8,20,0,0,0,0,0,0,1,1,33,0,3,36,12,3,70,85,260,34,110,51,104,15,28,3,85,69,0,0,0,38,24,"$71,843"
Precinct 3 Place 2,1/2021,120,111,45,14,59,2,17,0,0,0,12,31,34,185,"2,579","6,577","2,806",3,8,3,0,0,0,77,56,79,127,104,127,4,3,6,"3,021","2,790","6,748",0,0,209,"2,730",8,499,"3,229",22,136,902,"2,191",12,0,1,13,4,9,9,22,0,0,0,0,40,0,10,50,231,0,3,234,18,13,140,171,94,45,70,1,306,8,30,0,163,9,0,0,0,22,62,"$50,088"
Precinct 3 Place 2,1/2021,132,76,59,18,77,1,10,0,0,0,11,22,18,160,"2,612","6,491","2,813",3,8,3,0,0,0,76,55,77,126,104,132,4,1,4,"3,029","2,821","6,659",0,0,393,"2,316",8,806,"3,122",22,137,917,"2,068",8,0,0,8,0,15,3,18,0,0,0,0,31,0,2,33,236,1,6,243,13,14,251,278,184,31,178,208,496,18,48,0,262,226,0,0,0,22,44,"$52,051"
Precinct 3 Place 2,1/2021,132,99,37,24,61,1,7,0,0,0,10,18,16,162,"2,639","6,437","2,866",3,8,3,0,0,0,74,54,74,128,105,132,4,1,4,"3,079","2,848","6,605",0,0,376,"2,173",8,518,"2,691",35,141,776,"1,774",14,0,0,14,0,8,5,13,0,0,0,0,7,1,21,29,95,0,5,100,11,6,85,102,203,52,121,246,373,11,26,3,119,260,0,0,0,35,70,"$42,070"
Precinct 3 Place 2,1/2021,155,66,23,34,57,2,11,0,0,0,19,32,43,174,"2,673","6,374","2,888",3,8,3,0,0,0,74,54,76,128,104,132,4,1,4,"3,103","2,882","6,541",0,0,235,"2,096",8,313,"2,409",19,142,722,"1,545",13,0,0,13,1,11,6,18,0,0,0,0,2,0,4,6,26,9,4,39,4,9,186,199,144,27,64,3,49,21,50,14,214,38,0,0,0,19,42,"$32,235"
Precinct 3 Place 2,1/2021,80,71,21,18,39,5,14,0,0,0,18,37,24,151,"2,700","6,329","2,845",3,8,3,0,0,0,75,53,78,130,103,133,4,1,4,"3,063","2,912","6,494",0,0,503,"2,315",8,285,"2,600",30,160,698,"1,742",9,0,0,9,0,6,3,9,0,0,0,0,0,0,1,1,27,3,5,35,9,6,64,79,246,68,189,137,182,9,24,6,79,152,0,0,0,30,52,"$45,201"
Precinct 3 Place 2,1/2021,186,73,26,30,56,4,13,0,0,0,12,29,36,168,"2,695","6,292","2,951",3,8,3,0,0,0,75,50,75,128,102,131,4,1,4,"3,164","2,905","6,453",0,0,348,"2,313",8,325,"2,638",32,158,806,"1,674",15,0,0,15,0,3,4,7,0,0,0,0,0,0,0,0,26,20,20,66,9,8,152,169,137,25,186,55,105,13,44,0,176,68,0,0,0,32,47,"$36,981"
Precinct 3 Place 2,1/2021,83,76,46,13,59,1,28,0,0,0,21,50,31,183,"2,754","6,251","2,910",3,8,3,0,0,0,75,50,76,128,102,130,4,1,4,"3,123","2,964","6,412",0,0,567,"2,530",8,220,"2,750",31,193,940,"1,617",6,0,1,7,0,8,3,11,0,0,0,0,0,0,1,1,15,7,9,31,5,10,135,150,189,69,309,8,34,11,36,1,150,20,0,0,0,31,43,"$44,426"
Precinct 3 Place 2,1/2021,159,84,35,12,47,0,12,0,0,0,21,33,14,141,"2,703","6,207","2,922",3,8,3,0,0,0,73,50,80,127,101,144,4,1,4,"3,153","2,910","6,367",0,0,328,"2,452",8,269,"2,721",21,219,946,"1,556",11,0,1,12,0,11,8,19,0,0,0,0,0,0,0,0,16,12,10,38,16,9,146,171,110,61,157,5,48,16,48,8,173,29,0,0,0,21,48,"$45,301"
Precinct 3 Place 2,1/2022,161,75,46,26,72,3,11,0,0,0,13,27,24,159,"2,771","6,145","2,996",3,8,3,0,0,0,75,49,78,138,101,146,4,1,4,"3,227","2,991","6,304",0,0,386,"2,585",8,303,"2,888",67,276,929,"1,683",11,0,0,11,2,29,3,34,0,0,0,0,0,0,0,0,14,17,6,37,7,53,109,169,127,105,154,6,40,45,144,1,119,52,0,0,0,67,37,"$45,573"
Precinct 3 Place 2,1/2022,134,129,45,27,72,6,12,0,0,0,14,32,14,181,"2,787","6,137","3,044",3,8,3,0,0,0,73,48,75,135,102,139,4,1,4,"3,265","3,002","6,296",0,0,220,"2,438",8,281,"2,719",6,260,887,"1,572",9,0,0,9,3,17,1,21,0,0,0,0,0,0,0,0,30,25,10,65,9,24,102,135,19,124,77,24,75,21,87,6,119,51,0,0,0,6,63,"$52,622"
Precinct 3 Place 2,1/2022,287,143,95,28,123,0,17,0,0,0,15,32,44,248,"2,864","6,015","3,275",3,8,4,0,0,0,71,47,73,136,102,152,4,1,4,"3,508","3,078","6,173",0,0,345,"2,252",8,445,"2,697",71,271,849,"1,577",12,0,1,13,1,24,4,29,0,0,0,0,0,0,0,0,38,36,8,82,16,27,174,217,164,100,81,25,92,71,158,8,195,104,0,0,0,72,53,"$68,604"
Precinct 3 Place 2,1/2022,169,108,65,115,180,4,18,0,0,0,26,48,38,305,"2,965","5,942","3,227",4,8,6,0,0,0,72,46,72,144,104,157,4,1,4,"3,466","3,189","6,101",0,0,438,"2,347",8,400,"2,747",23,194,824,"1,729",17,0,0,17,16,19,7,42,0,0,0,0,0,0,0,0,60,16,5,81,33,13,113,159,190,81,167,46,172,42,90,13,138,101,0,0,0,23,39,"$68,644"
Precinct 3 Place 2,1/2022,270,75,42,66,108,1,14,0,0,0,40,55,33,227,"2,915","5,864","3,250",4,6,5,0,0,0,71,46,73,144,99,151,4,1,4,"3,483","3,138","6,016",0,0,380,"2,362",8,548,"2,910",22,177,824,"1,909",4,0,0,4,1,18,13,32,0,0,0,0,0,0,0,0,36,16,10,62,22,31,154,207,169,74,137,209,272,31,96,3,180,243,0,0,0,22,29,"$45,027"
Precinct 3 Place 2,1/2022,216,93,52,21,73,3,17,0,0,0,48,68,22,208,"3,008","5,810","3,302",5,6,6,0,0,0,72,47,76,145,99,155,4,1,4,"3,543","3,234","5,963",0,0,424,"2,546",8,459,"3,005",27,170,786,"2,049",12,0,1,13,0,9,13,22,0,0,0,0,0,0,0,0,38,9,11,58,15,22,100,137,190,93,141,198,263,17,57,14,139,229,0,0,0,27,48,"$52,016"
Precinct 3 Place 2,1/2022,179,91,69,30,99,1,13,0,0,0,40,54,43,246,"3,075","5,745","3,332",5,5,5,0,0,0,73,46,74,150,100,162,4,1,4,"3,577","3,307","5,897",0,0,206,"2,434",8,489,"2,923",55,191,671,"2,061",7,0,0,7,0,9,7,16,0,0,0,0,0,0,0,0,19,21,7,47,14,19,81,114,104,78,24,267,307,38,87,0,95,305,0,0,0,55,48,"$50,362"
Precinct 3 Place 2,1/2022,252,82,50,27,77,5,12,0,0,0,132,149,38,304,"3,037","5,709","3,357",5,5,6,0,0,0,74,46,74,157,100,170,4,1,4,"3,611","3,277","5,861",0,0,505,"2,433",8,535,"2,968",27,192,730,"2,046",32,0,0,32,12,24,5,41,0,0,0,0,0,0,0,0,87,19,4,110,21,19,113,153,262,88,155,141,293,40,102,18,140,199,0,0,0,27,44,"$56,605"
Precinct 3 Place 2,1/2022,280,82,49,17,66,5,30,0,0,0,150,185,40,336,"3,038","5,655","3,380",5,4,7,0,0,0,71,46,73,162,100,178,4,1,4,"3,642","3,280","5,806",0,0,421,"2,389",8,430,"2,819",112,197,750,"1,872",16,0,0,16,1,12,6,19,0,0,0,0,0,0,5,5,133,14,8,155,26,14,4,44,154,107,160,167,343,16,56,8,31,191,0,0,0,112,46,"$55,560"
Precinct 3 Place 2,1/2022,394,73,71,6,77,9,26,0,0,0,99,134,69,312,"2,948","5,684","3,383",6,5,8,0,0,0,71,46,77,165,100,189,4,1,4,"3,661","3,194","5,836",1,0,366,"2,356",8,395,"2,751",76,234,740,"1,777",12,0,0,12,2,33,9,44,0,0,0,0,0,0,0,0,45,19,5,69,41,27,110,178,249,93,24,61,161,31,110,0,124,92,0,0,0,76,33,"$68,292"
Precinct 3 Place 2,1/2022,414,80,41,17,58,9,14,0,0,0,92,115,47,276,"3,013","5,688","3,482",8,5,8,0,0,0,76,47,78,174,98,197,4,1,4,"3,769","3,275","5,839",0,0,412,"2,537",8,225,"2,762",9,198,788,"1,776",10,0,0,10,0,0,4,4,0,0,0,0,0,0,0,0,40,15,4,59,8,3,74,85,165,74,173,67,125,0,18,0,82,67,0,0,0,9,55,"$44,591"
Precinct 3 Place 2,1/2022,267,50,41,177,218,0,14,0,0,0,51,65,39,352,"3,245","5,618","3,551",8,5,8,0,0,0,75,47,76,182,97,192,4,1,4,"3,831","3,514","5,768",0,0,358,"2,448",8,453,"2,901",64,266,764,"1,871",12,0,0,12,1,22,2,25,0,0,0,0,3,0,22,25,48,14,9,71,15,41,152,208,215,86,57,43,122,50,127,19,204,112,0,0,0,64,30,"$43,345"
Precinct 3 Place 2,1/2023,468,56,86,296,382,3,22,0,0,0,106,131,52,608,"3,155","5,629","3,624",8,5,8,0,0,0,73,46,81,176,101,223,4,1,4,"3,940","3,416","5,782",0,0,613,"2,644",8,419,"3,063",6,221,845,"1,997",9,0,0,9,1,25,13,39,0,0,0,0,33,0,5,38,56,25,6,87,11,37,10,58,248,82,283,143,253,37,124,8,42,188,0,0,0,6,41,"$59,808"
Precinct 3 Place 2,1/2023,237,74,73,23,96,4,26,0,0,0,71,101,44,293,"3,039","5,580","3,302",6,5,6,0,0,0,75,45,77,202,101,248,4,1,4,"3,637","3,326","5,732",0,0,633,"2,709",8,570,"3,279",1,175,991,"2,113",24,0,0,24,2,13,8,23,0,0,0,0,3,0,1,4,34,17,8,59,13,18,313,344,367,78,188,82,158,31,79,3,333,116,0,0,0,1,50,"$65,277"
Precinct 3 Place 2,1/2023,204,59,62,18,80,5,17,0,0,0,69,91,95,305,"3,031","5,507","3,269",6,5,6,0,0,0,76,44,78,223,102,246,4,1,4,"3,603","3,340","5,659",0,0,434,"2,606",8,509,"3,115",159,174,784,"2,157",41,0,1,42,2,25,12,39,0,0,0,0,0,0,0,0,60,16,7,83,39,33,149,221,223,83,128,82,224,39,113,3,172,124,0,0,0,159,42,"$73,290"
Precinct 3 Place 2,1/2023,179,42,58,17,75,3,18,0,0,0,62,83,49,235,"2,834","5,598","3,047",5,5,5,0,0,0,72,45,74,220,110,226,4,1,4,"3,356","3,135","5,759",0,0,445,"2,667",8,462,"3,129",88,133,845,"2,151",37,0,0,37,8,11,9,28,0,0,0,0,34,0,4,38,32,5,7,44,25,30,137,192,208,72,165,97,233,25,71,1,158,123,0,0,0,88,27,"$45,306"
Precinct 3 Place 2,1/2023,284,401,45,343,388,7,33,0,0,0,57,97,74,607,"2,751","5,640","3,415",5,5,5,0,0,0,72,44,83,204,115,214,4,1,4,"3,721","3,036","5,805",0,0,451,"2,419",8,688,"3,107",80,196,790,"2,121",36,0,0,36,67,28,16,111,0,0,0,0,3,0,0,3,77,4,7,88,70,44,141,255,203,134,114,117,370,57,133,21,185,195,0,0,0,80,50,"$57,944"
Precinct 3 Place 2,1/2023,257,"1,080",51,"1,151","1,202",2,16,0,0,0,102,120,52,"1,428","2,773","5,314","4,089",5,5,7,0,0,0,78,42,86,176,122,187,4,1,4,"4,373","3,036","5,484",0,0,454,"2,231",8,647,"2,878",83,200,791,"1,887",28,0,0,28,57,22,7,86,0,0,0,0,11,0,0,11,98,11,6,115,48,59,112,219,133,137,184,148,390,39,131,1,126,188,0,0,0,83,54,"$63,522"
Precinct 3 Place 2,1/2023,185,162,42,153,195,7,10,0,0,0,47,64,36,315,"2,601","4,325","2,943",4,3,4,0,0,0,80,38,81,173,120,177,4,1,4,"3,209","2,862","4,487",0,0,334,"2,072",8,495,"2,567",242,168,806,"1,593",36,0,0,36,43,5,14,62,0,0,0,0,26,0,26,52,66,10,6,82,5,27,153,185,96,99,139,55,231,21,63,2,201,78,0,0,0,242,21,"$48,475"
Precinct 3 Place 2,1/2023,290,56,38,15,53,5,29,0,0,0,54,88,54,234,"2,413","4,387","2,750",4,3,4,0,0,0,76,38,76,155,138,164,4,1,4,"2,998","2,652","4,567",0,0,266,"1,840",8,476,"2,316",66,232,621,"1,463",5,0,0,5,0,34,11,45,0,0,0,0,0,1,4,5,51,8,11,70,17,52,125,194,110,128,28,102,175,53,148,2,153,157,0,0,0,66,36,"$51,296"
Precinct 3 Place 2,1/2023,308,52,35,6,41,5,23,0,0,0,43,71,55,204,"2,457","4,397","2,815",4,3,4,0,0,0,76,38,77,157,138,158,4,1,4,"3,058","2,698","4,577",0,0,379,"2,010",8,213,"2,223",5,186,619,"1,418",5,0,0,5,0,13,5,18,0,0,0,0,3,1,0,4,43,27,4,74,5,11,4,20,127,102,150,55,111,37,89,0,13,92,0,0,0,5,37,"$48,353"
Precinct 3 Place 2,1/2023,221,39,55,1,56,4,29,0,0,0,67,100,52,234,"2,613","4,349","2,851",4,3,5,0,0,0,75,38,80,154,138,163,4,1,11,"3,110","2,850","4,529",0,0,482,"2,013",8,482,"2,495",51,222,817,"1,456",18,0,0,18,0,21,14,35,0,0,0,0,11,1,0,12,30,49,11,90,8,2,119,129,148,125,209,131,198,53,126,14,158,198,0,0,0,51,28,"$56,178"
Precinct 3 Place 2,1/2023,162,67,44,8,52,9,19,0,0,0,56,84,83,275,"2,569","4,362","2,770",5,3,5,0,0,0,80,38,82,161,137,187,11,1,11,"3,055","2,826","4,541",0,0,539,"2,162",8,395,"2,557",82,198,812,"1,547",11,0,0,11,0,17,8,25,0,0,0,0,11,0,0,11,45,44,6,95,5,0,153,158,288,102,149,57,129,28,89,10,177,95,0,0,0,82,54,"$53,090"
Precinct 3 Place 2,1/2023,405,43,48,7,55,29,8,0,0,0,73,110,52,244,"2,439","4,386","2,863",4,3,4,0,0,0,78,38,85,165,128,182,11,1,11,"3,145","2,697","4,556",0,0,467,"2,317",8,313,"2,630",66,190,826,"1,614",13,0,0,13,0,14,12,26,0,0,0,0,0,0,0,0,31,51,4,86,2,0,101,103,196,81,190,39,85,41,106,5,122,85,0,0,0,66,27,"$43,518"
Precinct 3 Place 2,1/2024,381,39,55,6,61,30,8,0,0,0,59,97,64,248,"2,565","4,410","2,958",4,3,6,0,0,0,80,38,82,172,127,195,8,1,8,"3,249","2,829","4,579",0,0,421,"2,365",8,376,"2,741",2,192,814,"1,735",8,0,0,8,1,18,8,27,0,0,0,0,0,0,0,0,31,58,5,94,7,1,157,165,204,108,109,21,68,49,126,12,182,82,0,0,0,2,23,"$56,019"
Precinct 3 Place 2,1/2024,298,61,74,20,94,19,7,0,0,0,68,94,48,261,"2,722","4,371","3,034",6,3,8,0,0,0,80,38,91,183,129,217,8,1,8,"3,358","2,999","4,542",0,0,450,"2,527",8,295,"2,822",47,143,735,"1,944",21,0,0,21,1,10,16,27,0,0,0,0,0,0,0,0,30,24,7,61,3,1,122,126,276,77,97,30,85,24,59,6,151,60,0,0,0,47,26,"$60,292"
Precinct 3 Place 2,1/2024,305,47,77,10,87,28,8,0,0,0,68,104,63,285,"2,749","4,356","3,070",8,3,10,0,0,0,90,38,95,195,130,219,8,1,8,"3,402","3,050","4,528",0,0,263,"2,434",8,360,"2,794",55,153,673,"1,968",16,0,0,16,11,14,10,35,0,0,0,0,1,0,0,1,58,34,9,101,19,5,78,102,109,69,85,61,166,32,85,12,109,105,0,0,0,55,30,"$65,643"
Precinct 3 Place 2,1/2024,115,29,61,17,78,6,9,0,0,0,56,71,95,258,"2,741","4,364","2,867",9,3,9,0,0,0,95,38,102,209,130,220,8,1,8,"3,206","3,062","4,536",0,0,457,"2,587",8,313,"2,900",44,154,792,"1,954",7,0,1,8,0,13,15,28,0,0,0,0,0,0,0,0,24,22,6,52,4,13,75,92,149,86,222,91,126,35,83,7,104,133,0,0,0,44,13,"$55,308"
Precinct 3 Place 2,1/2024,158,37,33,14,47,5,1,0,0,0,122,128,81,276,"2,582","4,380","2,760",7,3,7,0,0,0,99,38,101,208,129,223,8,1,8,"3,099","2,904","4,551",0,0,287,"2,415",8,463,"2,878",66,140,810,"1,928",12,0,0,12,4,12,11,27,0,0,0,0,0,0,0,0,47,18,15,80,22,14,176,212,96,69,122,90,175,33,77,9,211,132,0,0,0,65,15,"$41,722"
Precinct 3 Place 2,1/2024,136,45,38,5,43,3,21,0,0,0,109,133,61,253,"2,452","4,406","2,628",7,3,8,0,0,0,94,39,96,196,131,198,8,1,8,"2,938","2,757","4,580",0,0,406,"2,581",8,241,"2,822",2,162,796,"1,864",14,0,0,14,2,2,7,11,0,0,0,0,0,1,0,1,17,9,6,32,6,4,88,98,110,99,197,55,94,28,44,2,103,85,0,0,0,2,16,"$43,110"
Precinct 3 Place 2,1/2024,331,42,41,13,54,0,2,0,0,0,51,53,42,175,"2,389","4,363","2,750",6,3,6,0,0,0,92,39,92,188,131,200,8,1,8,"3,056","2,683","4,537",0,0,469,"2,689",9,360,"3,050",0,227,915,"1,908",2,1,0,3,0,10,16,26,0,0,0,0,2,0,0,2,55,31,10,96,6,4,93,103,138,109,222,64,129,61,107,5,124,130,0,0,0,0,26,"$44,592"
Precinct 3 Place 2,1/2024,378,43,66,12,78,22,9,0,0,0,59,90,50,246,"2,591","4,326","2,996",6,3,6,0,0,0,90,39,92,186,126,200,8,1,8,"3,302","2,881","4,495",0,0,250,"2,682",9,259,"2,941",0,214,835,"1,892",0,1,0,1,3,25,11,39,0,0,0,0,0,0,0,0,29,32,4,65,1,2,103,106,112,94,44,1,34,45,105,2,120,48,0,0,0,0,30,"$49,907"
Precinct 3 Place 2,1/2024,286,57,48,27,75,13,3,0,0,0,60,76,65,253,"2,765","4,283","3,098",6,3,6,0,0,0,89,39,92,188,126,195,8,1,8,"3,399","3,056","4,452",0,0,405,"2,575",8,522,"3,097",50,234,897,"1,966",28,0,0,28,5,28,12,45,0,0,0,0,1,0,0,1,40,51,11,102,7,7,191,205,109,125,171,90,171,42,128,9,223,141,0,0,0,50,37,"$50,506"
Precinct 4 Place 1,1/2020,"9,848","3,879","1,254","1,818","3,072",350,182,1,0,0,"2,949","3,482","2,618","11,762","44,826","145,547","58,106",200,252,243,0,0,0,814,"1,700",966,736,"1,174",971,143,101,160,"60,446","46,719","148,774",1,0,"2,023","9,956",83,"1,824","11,782","4,840","2,131","1,548","8,103",53,1,1,55,12,68,60,140,0,0,0,0,0,0,4,4,379,455,31,865,50,87,36,173,781,"1,090",152,4,498,560,"1,171",23,155,587,0,0,0,"4,840","2,579","$943,445"
Precinct 4 Place 1,1/2020,"9,362","3,460","1,207","2,387","3,594",198,171,1,0,0,"2,847","3,217","2,496","11,434","41,970","146,496","54,414",190,252,237,0,0,0,785,"1,669",964,762,"1,210",905,122,107,131,"56,651","43,829","149,734",0,0,"2,013","10,323",85,"1,633","11,957","3,964","2,100","1,595","8,262",52,1,0,53,24,62,56,142,0,0,0,0,2,0,3,5,196,463,19,678,26,77,19,122,666,"1,151",196,113,413,507,"1,110",13,110,633,0,0,0,"3,965","2,178","$967,454"
Precinct 4 Place 1,1/2020,"6,944","2,576",965,871,"1,836",57,81,1,2,1,"1,641","1,783","2,013","7,042","39,558","146,954","48,798",169,249,205,0,0,0,743,"1,719",872,664,"1,225",770,110,109,119,"50,764","41,244","150,256",0,0,"1,985","11,359",81,957,"12,317","3,790","1,633","1,895","8,789",39,2,3,44,0,10,6,16,0,0,0,0,1,1,0,2,237,367,35,639,71,36,17,124,939,641,405,0,348,132,548,0,61,132,0,0,0,"3,790","1,430","$736,338"
Precinct 4 Place 1,1/2020,"1,416",888,541,195,736,7,9,0,0,0,32,48,470,"1,786","38,283","148,150","40,426",177,250,204,0,0,0,739,"1,730",814,637,"1,228",687,104,110,113,"42,244","39,940","151,468",0,0,444,"11,344",81,460,"11,804","2,151","1,156","1,921","8,727",54,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,197,107,8,312,81,3,10,94,287,71,86,0,332,0,110,0,18,0,0,0,0,"2,151",532,"$237,772"
Precinct 4 Place 1,1/2020,"3,446","1,614",577,"1,473","2,050",3,29,0,0,0,185,217,625,"3,771","36,589","149,398","41,454",197,252,235,0,0,0,766,"1,732",852,639,"1,238",700,109,112,119,"43,360","38,300","152,732",0,0,553,"11,403",81,495,"11,898",22,"1,207","1,943","8,748",42,0,1,43,0,0,6,6,0,0,0,0,0,0,0,0,139,232,15,386,52,4,4,60,353,161,39,0,233,0,236,0,26,0,0,0,0,22,828,"$332,446"
Precinct 4 Place 1,1/2020,"4,989","1,411",872,654,"1,526",465,91,0,0,0,"1,247","1,803","1,705","5,569","37,775","147,842","43,910",209,248,250,0,0,0,813,"1,711",909,678,"1,227",798,118,111,126,"45,993","39,593","151,139",0,0,830,"11,157",85,"1,074","12,235",2,"1,303","1,977","8,955",33,0,1,34,0,120,6,126,0,0,0,0,0,0,0,0,91,190,5,286,47,247,9,303,440,332,58,0,171,325,882,0,21,325,0,0,0,2,571,"$629,841"
Precinct 4 Place 1,1/2020,"5,017","1,475",927,"1,285","2,212",232,77,0,0,0,"1,244","1,553","1,431","5,801","38,548","146,478","44,884",206,246,232,0,0,0,823,"1,681",876,736,"1,213",801,121,111,133,"46,926","40,434","149,729",2,0,"1,258","11,529",89,887,"12,420",0,760,"2,005","9,655",56,0,0,56,16,68,4,88,0,0,0,0,0,0,0,0,141,72,24,237,59,53,12,124,872,339,47,226,498,119,312,37,77,382,0,0,0,0,614,"$674,640"
Precinct 4 Place 1,1/2020,"7,523","1,344",735,603,"1,338",182,44,0,0,0,978,"1,204","1,353","4,589","39,303","145,041","47,953",196,243,239,0,0,0,801,"1,664",875,707,"1,197",805,124,111,126,"49,998","41,131","148,256",0,0,"1,048","11,656",89,922,"12,578","3,429",840,"1,967","9,771",66,0,0,66,0,38,3,41,0,0,0,0,4,0,0,4,123,114,9,246,85,42,10,137,617,392,39,181,459,194,388,53,75,428,0,0,0,"3,429",705,"$524,872"
